doc,target
"Dear sirs and madams at first i want to introduce myselfe. i`m purchasing manager from IMEX direct Germany. we are a trading company which do business already more than 10 years with chinese companies. i personally was in china for several times and visited companies and fairs in shanghai and guangzhou area. Currently we are looking for a professional company who is be able to realize the parts production in aluminium die cast method or zinc die cast procedure. the size of the part is approximately 25cm x 35 cm, the weight approx 300g we can provide the 3D scan file from the original part and if necessary the 3D printed prototype, which we want to produce. awaiting your kindly response with best regards",1
"Sit under style hood hairdryer to use on table top

3 heat/speed settings (cool/warm/hot)

700 watt

Compact and portable, stores within hood

V.G.C no cracks in casing etc",0
"bonjour, je suis a la recherche dun rideau de protection de piscine avec lames electrique dimension 6 m x 14 m pouvez vous me faire un offre sil vous plait. merci",1
Second Hand,0
"Clamp Meter UT206A Main specifications : Alternating current (A) : 400 A / 1000 A, error ± (1.5% + 5) AC voltage (V) : 4 V / 40 V / 400 V / 600 V, accuracy ± (1.2% + 5) Resistance (?) : 400 ? / 4 k? / 40 k? / 400 k? / 4 M? / 40 M?, ± (1% + 2) Frequency (Hz) : 10 Hz ~ 10 MHz, error ± (0.1% + 3) Temperature (° C) : error ± (2% + 8) Maximum display reading : 4000 Auto Range : Yes Jaw volume : 40 mm Automatic shutdown : Yes Dial : Yes Indication of low battery : Yes Data Hold : Yes Relative measurement mode : Yes LCD backlight : Yes Full-screen display : Yes Input impedance for DCV (About 10 Mom) : Yes Battery 9 V (6F22) type Krona LCD size : 37 mm × 18 mm Color : Red and Gray Net weight : 350g Dimensions : 236 mm × 97 mm × 40 mm",1
"Bought this but never used it. Very strong handy tool thats just 32cm long but packs a punch for many different jobs. Its an axe, crowbar, hammer and nail priser. Axe blade has rubber cover. 8£.

ALSO:
Roughneck crowbar wrecking bar. 18 inch. 6£.

Chisel/lever. 10 inch. 2£.",0
"Beech effect solid curved table on wheels. Adjusts very easily, 650mm lowest to 800mm highest. Has large working surface with retention strip to stop things falling off. Table has been dismantled so easy to transport. Easy to assemble. Very good condition. Sell for £190 new. Can deliver locally.",0
Hello Sir/Madam.  I'm looking for Prepaid Gas Meter. The quantity required would be 700 pcs. Kindly send the best discounted price and the delivery time.  Thank you,1
Please send a quote on 1000 lanterns delivered to 105 Loftus Street Temora NSW Australia Thank you Amanda Gay,1
Never used and in nearly new condition and in great working order. Also includes cover and original cleaning materials. Price is £150.00 ONO.,0
"Hi, I am interested in your product Adenium Black Berry, 'D get more details : . THE is the best price you can ofereceraguardamos your respostaObrigado, Paulo Roberto",1
Hi we are searching Needle Roller Bearings. we would like to know more kindly sive the price Look forward to your reply Regards,1
"Hi,Im interested in your product Wholesale Custom Food Grade BPA Free Teething Pendant Chew Toy Silicone Baby Teether, I would like some more details.I look forward for your reply.Please send me your company profile, and if you have product catalogue, please send it also to me.For specification of product, i need it to be : - Made from BPA free non toxic food grade silicone- Soft texture safe for baby to chewBPA, Phthalates, PVC and Lead FREE- Easily cleaned in warm soapy water- Can be chilled in the refrigeratorYou can contact me through6802384042 orto : forward for your reply.Regards,Thai Baby OnlineThis Message is from mobile",1
Type : Wax Caryon Packaging : Set Color : Customized Material : Wax Packing : linen packaging Certificate : EN71 Size : 21.5*6.5cm Usage : Art Painting Shape : Round MOQ : 5000sets Logo : Customers Logos Weight : 182g,1
"Good morning, my name is MARCO SANTONOCITO. I am a private customer from Italy. I am looking for a e-road bike with bafang m800 motor My size is 58. Please, could you send me a quote for a bike with 32c tires and shimano 105 drivetrain, black color, with no brand, shipping cost to SWITZERLAND included ?  Or, if you can, could you deliver it to ITALY, shipped from another european state to ITALY ? Import duties in Italy are very expansive (49 % of the value + 22% VAT).  Thanks    MARCO SANTONOCITO  VIA VILLA GLORI 3  48123 RAVENNA (ITALY)  0039 3402883436",1
"Dear Sir/Madam, Type : Water-Cooled Certification : CE,ROHS After-sales Service Provided : Overseas service center available Technology : UV LED curing Wavelength : 395nm UV Emitting window sizes : 160*17mm Irradiance : 14000 mW/cm.sq Input voltage : 220V, 50HZ or customized Cooling Method : Water cooled Control Method : Switching or Automated control Protected mode : Temperature and traffic Main Parts : LED lamp and controller Application : Adhesive, Coating, Printing, Industrial",1
"Hi,Im interested in your product Hot Sell Newly Avilable Offer Price AntMiner S9 13.5THs Miner T9 11.5THs Haarddware Bag mineR S7 BITMAIN With Psu, I would like some more details.I look forward for your reply**** no is 00989126443880Regards,Farshid Maghdoori",1
"To the kind attention of the export manager,I am a buyer from Gnanakan located in Singapore. I am interested in adding your Jade Roller Tools Set Facial Roller Face Massager to my inventory.Could you please send me the quotation from this with the details as below : Dimensions,Size,Application,What is the product-per-unit cost including shipping via Air Express to the Singapore?Im looking forward to hearing from you soon.Thanks & RegardsG MGnanakan",1
"Inflatable 4 man air tent used once ,double air bed",0
"Clifton Adults Bike with childs tagalong trailer bike attached. Both work and rideable, childs tagalong in better overall condition than Adults Bike. Brakes and gears work, saddle, tyres and handlebars all functional. Not in bad condition, but has sat in garage unused for over 2 years so surface rust on metal parts paintwork still remains good though), it will need a service although I will grease everything and take it out for a ride prior to sale.
Adults Bike would suit someone under 6ft tall as it’s frame is 18.5cm.
Collection only. No texts, please.
£65 for both.",0
"Dear Sir/Madam, This is Patrick Kretz from DE. Im looking for products with the following specifications : Set of 1 Hot Water Bottle with 2 faux fur covers or similar (see Attachment). When contacting us, please provide information on the time of manufacture, the material used and the individual costs for the hot water bottle and the covers. Best Regards, Patrick Kretz",1
"Good afternoon ,  I am reaching out to you to see if you have specific size of a epdm Rubber Seal Strip Gasket. I am sending picture of the exact the Rubber gasket that I would need. It is similar to the item tht you have for sale but the dimensions are different. Please let me know what the price would be for the 10000 meters as awell as the price it would be for the shipping. The picture is attached to this message. Please let me know if you have any questions or concerns regarding this. Thank you.  Regards,  Matrina Morrison  Administrative Assistant Stark Products Inc. 29-14 122ND Street College Point, NY 11354 P : (718) 445-5357 X 102 F : (718) 359-2642 ****",1
DEMANDE PROFORMA INVOICE UNITE PRODUCTION NITROGENE ARGON  SARL OCEAN GAZ IND ELOUED ALGERIA,1
HEAVY DUTY HAMMER DRILL 800W ROTARY DRILL,0
"Pre-(much)loved junior mountain bike with 24 inch wheels, 18 Shimano gears with a crash guard and twist grip gear changers, a light blue lightweight aluminium frame and front fork suspension. Fully serviced by Recycle Man and tested by me, it comes fitted with a kick stand, a chain guard and front and rear reflectors. For a no-obligation test ride, please e-mail via FridayAd or better still text me direct on 07913 6315...(click to reveal full phone number).",0
"Pretty white painted desk with slightly curved surface and three drawers on the left hand side.

Width 120cm, height 76 cm

I have also a pull out drawer for a computer keyboard, that can be fixed under the desk (not shown in photos).",0
"Dear Sir or Madam,We are a trading company based in India. We have seen yourand we are interested in your glass curtain.We kindly ask you to send us the informations about the product of the followings specifications : Type,Model Number,Material,How long does it take to manufacture once an order has been placed?We are waiting for your positive response.With RegardsSandeepCanaan Space Private LimitedThis Message is from mobile",1
"Strong old fashioned bedroom chair with no arms and shaped wooden arch sides, and handmade crochet multi coloured fitted cover. Excellent condition.",0
Golf Auto Return Putting Machine.Use at home and in the office.Brand New.Boxed,0
"NEXT Baby Teddy Jacket 0-2 mths

H&M Cable Knit All in One Suit 100% Cotton 1-2 mths

George Cream Dotty All in One Suit 3-6 mths

Beige Fleece Duffle coat 3-6 mths

Mini Club Jacket 0-2 mths

NEXT Baby Jacket Embroidered animals 1-2 mths

GAP Baby Cream All in One with Stars 0-3mths

Handknitted cable turn tail All in one 0-2 mths

Ideal for any newborn this winter

In excellent as new condition

Non smoking + pet free home

Collect from Bewbush, Crawley",0
Wanted the dryer more small.,1
"we buy used rails , qty 10 000 mt trial, after ongoing, payment on DLC port Turkey, 1,5 lenght, offer via email or skype",1
"Silver and Swarovski crystal heart-shaped matching necklace and earrings. New, in box, would make lovely present. Cost £49, accept £19",0
"Clearing out 32 or so dvd boxsets. Random list of titles but lots hours of viewing. Great for garage sales etc. Price for all.



Twilight saga (first 3 films),,The walking dead season 1,,
Fargo season 1,,
Homeland season 1,,
Futurama volume 4, season3,,
Friday night lights season 1,,
Supernatural season 5 vol one (Eps 1-11),,
Curb your enthusiasm season 5 ,,
Damages Seasons 1&2,,
Battlestar Galactica season 3 ,,
Battlestar Galactica season 1,,
Benidorm season 1,,
Teachers series 1,,
The 4400 season 1,,
The Big bang theory season 5 ,,
The Burgois series 2,,
Prison break season 2 eps13-22,,
MadMen season 4,,
Merlin series 3 (volume 1. eps 1-6),,
The Good wife season 2,,
The Hills season 5 part 2,,
The Wire season 5,,
Blackadder goes forth (Final poignant series),,
Once upon a time (eps1-4)
CSI season 3 (ep1 - 12),,
CSI season 3 (ep13 - 23),,
CSI season 5 (ep1-12),,
Little britain S1 boxset ,,
Little britain S2 boxset,,
Little britain S3 boxset,,
Little britain live,,",0
